Id_Estimacion_Amortizacion_Desglose,Id_Estimacion,Id_Contrato_Ampliacion,Concepto,Importe_Contratado,Actual,Anterior,Acumulado,Por_Ejercer,Porcentaje_Anticipo,Importe_Anticipo,Actual_Amortizacion,Anterior_Amortizacion,Acumulado_Amortizacion,Por_Amortizar
750,719,,CONTRATO,4060769.69,1319278.58,579390.75,1898669.33,2162100.36,30,1218230.91,395783.57,173817.23,569600.8,648630.11
752,721,,CONTRATO,1559401.49,561222.15,823923.96,1385146.11,174255.38,30,467820.44,168366.65,247177.19,415543.84,52276.6
753,722,,CONTRATO,1187194.94,48739.55,265623.27,314362.82,872832.12,30,356158.48,14621.87,79686.98,94308.85,261849.63
754,723,,CONTRATO,2087873.22,14801.38,0,14801.38,2073071.84,30,626361.97,4440.41,0,4440.41,621921.56
755,724,,CONTRATO,15916188.81,13757.38,4633133.05,4646890.43,11269298.38,50,7958094.41,6878.69,2316566.53,2323445.22,5634649.19
756,725,,CONTRATO,1775279.16,156028.63,0,156028.63,1619250.53,30,532583.75,46808.59,0,46808.59,485775.16
757,726,,CONTRATO,142716.99,44152.89,96390.94,140543.83,2173.16,30,42815.1,13897.82,28917.28,42815.1,0
758,727,,CONTRATO,158062.49,45647.76,106620.45,152268.21,5794.28,30,47418.75,15432.61,31986.14,47418.75,0
760,729,,CONTRATO,1315507.86,6549.74,0,6549.74,1308958.12,30,394652.35,1964.92,0,1964.92,392687.43
761,730,,CONTRATO,7626255.07,461423.98,697067.68,1158491.66,6467763.41,30,2287876.52,138427.19,209120.3,347547.49,1940329.03
762,731,,CONTRATO,33079805.41,1511389.53,18380349.42,19891738.95,13188066.46,50,16539902.7,755694.77,9190174.74,9945869.51,6594033.19
763,732,,CONTRATO,1175488.82,122047.73,488190.92,610238.65,565250.17,0,0,0,0,0,0
765,734,,CONTRATO,8889936.75,88656.9,2034368.15,2123025.05,6766911.7,30,2666981,26597.07,610310.45,636907.52,2030073.48
766,735,,CONTRATO,8889936.75,494940.68,2123025.05,2617965.73,6271971.02,30,2666981,148482.2,636907.52,785389.72,1881591.28
767,736,,CONTRATO,1175488.82,152559.66,518702.86,671262.52,504226.3,0,0,0,0,0,0
768,737,,CONTRATO,2629275.62,124651.66,185195.59,309847.25,2319428.37,30,788782.69,37395.5,55558.68,92954.18,695828.51
769,738,,CONTRATO,619144.92,155067.3,273982.75,429050.05,190094.87,0,0,0,0,0,0
